row_index,category,firstname,id,motivation,prize_index,share,surname,year
499,chemistry,Christian B.,241,"""for his work on ribonuclease, especially concerning the connection between the amino acid sequence and the biologically active conformation""",0,2,Anfinsen,1972
500,chemistry,Stanford,242,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",1,4,Moore,1972
501,chemistry,William H.,243,"""for their contribution to the understanding of the connection between chemical structure and catalytic activity of the active centre of the ribonuclease molecule""",2,4,Stein,1972
502,medicine,Gerald M.,398,"""for their discoveries concerning the chemical structure of antibodies""",0,2,Edelman,1972
503,medicine,Rodney R.,399,"""for their discoveries concerning the chemical structure of antibodies""",1,2,Porter,1972
504,literature,Heinrich,647,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",0,1,Böll,1972
505,economics,John R.,681,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",0,2,Hicks,1972
506,economics,Kenneth J.,682,"""for their pioneering contributions to general economic equilibrium theory and welfare theory""",1,2,Arrow,1972
507,physics,Dennis,93,"""for his invention and development of the holographic method""",0,1,Gabor,1971
508,chemistry,Gerhard,240,"""for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals""",0,1,Herzberg,1971
509,medicine,Earl W.,397,"""for his discoveries concerning the mechanisms of the action of hormones""",0,1,"Sutherland, Jr.",1971
510,literature,Pablo,645,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",0,1,Neruda,1971
511,peace,Willy,529,,0,1,Brandt,1971
512,economics,Simon,680,"""for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development""",0,1,Kuznets,1971
513,physics,Hannes Olof Gösta,91,"""for fundamental work and discoveries in magnetohydro-dynamics with fruitful applications in different parts of plasma physics""",0,2,Alfvén,1970
514,physics,Louis Eugène Félix,92,"""for fundamental work and discoveries concerning antiferromagnetism and ferrimagnetism which have led to important applications in solid state physics""",1,2,Néel,1970
515,chemistry,Luis F.,239,"""for his discovery of sugar nucleotides and their role in the biosynthesis of carbohydrates""",0,1,Leloir,1970
516,medicine,Sir Bernard,394,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",0,3,Katz,1970
517,medicine,Ulf,395,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",1,3,von Euler,1970
518,medicine,Julius,396,"""for their discoveries concerning the humoral transmittors in the nerve terminals and the mechanism for their storage, release and inactivation""",2,3,Axelrod,1970
519,literature,Aleksandr Isayevich,644,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",0,1,Solzhenitsyn,1970
520,peace,Norman E.,528,,0,1,Borlaug,1970
521,economics,Paul A.,679,"""for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science""",0,1,Samuelson,1970
522,physics,Murray,90,"""for his contributions and discoveries concerning the classification of elementary particles and their interactions""",0,1,Gell-Mann,1969
523,chemistry,Derek H. R.,237,"""for their contributions to the development of the concept of conformation and its application in chemistry""",0,2,Barton,1969
524,chemistry,Odd,238,"""for their contributions to the development of the concept of conformation and its application in chemistry""",1,2,Hassel,1969
525,medicine,Max,391,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",0,3,Delbrück,1969
526,medicine,Alfred D.,392,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",1,3,Hershey,1969
527,medicine,Salvador E.,393,"""for their discoveries concerning the replication mechanism and the genetic structure of viruses""",2,3,Luria,1969
528,literature,Samuel,643,"""for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",0,1,Beckett,1969
529,peace,International Labour Organization (I.L.O.),527,,0,1,,1969
530,economics,Ragnar,677,"""for having developed and applied dynamic models for the analysis of economic processes""",0,2,Frisch,1969
531,economics,Jan,678,"""for having developed and applied dynamic models for the analysis of economic processes""",1,2,Tinbergen,1969
532,physics,Luis Walter,89,"""for his decisive contributions to elementary particle physics, in particular the discovery of a large number of resonance states, made possible through his development of the technique of using hydrogen bubble chamber and data analysis""",0,1,Alvarez,1968
533,chemistry,Lars,236,"""for the discovery of the reciprocal relations bearing his name, which are fundamental for the thermodynamics of irreversible processes""",0,1,Onsager,1968
534,medicine,Robert W.,388,"""for their interpretation of the genetic code and its function in protein synthesis""",0,3,Holley,1968
535,medicine,Har Gobind,389,"""for their interpretation of the genetic code and its function in protein synthesis""",1,3,Khorana,1968
536,medicine,Marshall W.,390,"""for their interpretation of the genetic code and its function in protein synthesis""",2,3,Nirenberg,1968
537,literature,Yasunari,642,"""for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind""",0,1,Kawabata,1968
538,peace,René,526,,0,1,Cassin,1968
539,physics,Hans Albrecht,88,"""for his contributions to the theory of nuclear reactions, especially his discoveries concerning the energy production in stars""",0,1,Bethe,1967
540,chemistry,Manfred,233,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",0,2,Eigen,1967
541,chemistry,Ronald George Wreyford,234,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",1,4,Norrish,1967
542,chemistry,George,235,"""for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy""",2,4,Porter,1967
543,medicine,Ragnar,385,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",0,3,Granit,1967
544,medicine,Haldan Keffer,386,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",1,3,Hartline,1967
545,medicine,George,387,"""for their discoveries concerning the primary physiological and chemical visual processes in the eye""",2,3,Wald,1967
546,literature,Miguel Angel,641,"""for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America""",0,1,Asturias,1967
547,physics,Alfred,87,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",0,1,Kastler,1966
548,chemistry,Robert S.,232,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",0,1,Mulliken,1966
549,medicine,Peyton,383,"""for his discovery of tumour-inducing viruses""",0,2,Rous,1966
550,medicine,Charles Brenton,384,"""for his discoveries concerning hormonal treatment of prostatic cancer""",1,2,Huggins,1966
551,literature,Shmuel Yosef,639,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",0,2,Agnon,1966
552,literature,Nelly,640,"""for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength"" ",1,2,Sachs,1966
553,physics,Sin-Itiro,84,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",0,3,Tomonaga,1965
554,physics,Julian,85,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",1,3,Schwinger,1965
555,physics,Richard P.,86,"""for their fundamental work in quantum electrodynamics, with deep-ploughing consequences for the physics of elementary particles""",2,3,Feynman,1965
556,chemistry,Robert Burns,231,"""for his outstanding achievements in the art of organic synthesis""",0,1,Woodward,1965
557,medicine,François,380,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",0,3,Jacob,1965
558,medicine,André,381,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",1,3,Lwoff,1965
559,medicine,Jacques,382,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",2,3,Monod,1965
560,literature,Mikhail Aleksandrovich,638,"""for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people""",0,1,Sholokhov,1965
561,peace,United Nations Children's Fund (UNICEF),525,,0,1,,1965
562,physics,Charles Hard,81,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",0,2,Townes,1964
563,physics,Nicolay Gennadiyevich,82,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",1,4,Basov,1964
564,physics,Aleksandr Mikhailovich,83,"""for fundamental work in the field of quantum electronics, which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",2,4,Prokhorov,1964
565,chemistry,Dorothy Crowfoot,230,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",0,1,Hodgkin,1964
566,medicine,Konrad,378,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",0,2,Bloch,1964
567,medicine,Feodor,379,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",1,2,Lynen,1964
568,literature,Jean-Paul,637,"""for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age""",0,1,Sartre,1964
569,peace,Martin Luther,524,,0,1,King Jr.,1964
570,physics,Eugene Paul,78,"""for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles""",0,2,Wigner,1963
571,physics,Maria,79,"""for their discoveries concerning nuclear shell structure""",1,4,Goeppert Mayer,1963
572,physics,J. Hans D.,80,"""for their discoveries concerning nuclear shell structure""",2,4,Jensen,1963
573,chemistry,Karl,228,"""for their discoveries in the field of the chemistry and technology of high polymers""",0,2,Ziegler,1963
574,chemistry,Giulio,229,"""for their discoveries in the field of the chemistry and technology of high polymers""",1,2,Natta,1963
575,medicine,Sir John Carew,375,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",0,3,Eccles,1963
576,medicine,Alan Lloyd,376,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",1,3,Hodgkin,1963
577,medicine,Andrew Fielding,377,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",2,3,Huxley,1963
578,literature,Giorgos,635,"""for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture""",0,1,Seferis,1963
579,peace,Comité international de la Croix Rouge (International Committee of the Red Cross),482,,0,2,,1963
580,peace,Ligue des Sociétés de la Croix-Rouge (League of Red Cross Societies),523,,1,2,,1963
581,physics,Lev Davidovich,77,"""for his pioneering theories for condensed matter, especially liquid helium""",0,1,Landau,1962
582,chemistry,Max Ferdinand,226,"""for their studies of the structures of globular proteins""",0,2,Perutz,1962
583,chemistry,John Cowdery,227,"""for their studies of the structures of globular proteins""",1,2,Kendrew,1962
584,medicine,Francis Harry Compton,372,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",0,3,Crick,1962
585,medicine,James Dewey,373,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",1,3,Watson,1962
586,medicine,Maurice Hugh Frederick,374,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",2,3,Wilkins,1962
587,literature,John,634,"""for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception""",0,1,Steinbeck,1962
588,peace,Linus Carl,217,,0,1,Pauling,1962
589,physics,Robert,75,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",0,2,Hofstadter,1961
590,physics,Rudolf Ludwig,76,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",1,2,Mössbauer,1961
591,chemistry,Melvin,225,"""for his research on the carbon dioxide assimilation in plants""",0,1,Calvin,1961
592,medicine,Georg,371,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",0,1,von Békésy,1961
593,literature,Ivo,633,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",0,1,Andric,1961
594,peace,Dag Hjalmar Agne Carl,520,,0,1,Hammarskjöld,1961
595,physics,Donald Arthur,74,"""for the invention of the bubble chamber""",0,1,Glaser,1960
596,chemistry,Willard Frank,224,"""for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science""",0,1,Libby,1960
597,medicine,Sir Frank Macfarlane,369,"""for discovery of acquired immunological tolerance""",0,2,Burnet,1960
598,medicine,Peter Brian,370,"""for discovery of acquired immunological tolerance""",1,2,Medawar,1960
599,literature,Saint-John,631,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",0,1,Perse,1960
600,peace,Albert John,519,,0,1,Lutuli,1960
601,physics,Emilio Gino,72,"""for their discovery of the antiproton""",0,2,Segrè,1959
602,physics,Owen,73,"""for their discovery of the antiproton""",1,2,Chamberlain,1959
603,chemistry,Jaroslav,223,"""for his discovery and development of the polarographic methods of analysis""",0,1,Heyrovsky,1959
604,medicine,Severo,367,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",0,2,Ochoa,1959
605,medicine,Arthur,368,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",1,2,Kornberg,1959
606,literature,Salvatore,630,"""for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times""",0,1,Quasimodo,1959
607,peace,Philip J.,518,,0,1,Noel-Baker,1959
608,physics,Pavel Alekseyevich,70,"""for the discovery and the interpretation of the Cherenkov effect""",0,3,Cherenkov,1958
609,physics,Il´ja Mikhailovich,721,"""for the discovery and the interpretation of the Cherenkov effect""",1,3,Frank,1958
610,physics,Igor Yevgenyevich,71,"""for the discovery and the interpretation of the Cherenkov effect""",2,3,Tamm,1958
611,chemistry,Frederick,222,"""for his work on the structure of proteins, especially that of insulin""",0,1,Sanger,1958
612,medicine,George Wells,364,"""for their discovery that genes act by regulating definite chemical events""",0,4,Beadle,1958
613,medicine,Edward Lawrie,365,"""for their discovery that genes act by regulating definite chemical events""",1,4,Tatum,1958
614,medicine,Joshua,366,"""for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria""",2,2,Lederberg,1958
615,literature,Boris Leonidovich,629,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",0,1,Pasternak,1958
616,peace,Georges,517,,0,1,Pire,1958
617,physics,Chen Ning,68,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",0,2,Yang,1957
618,physics,Tsung-Dao (T.D.),69,"""for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles""",1,2,Lee,1957
619,chemistry,Lord (Alexander R.),221,"""for his work on nucleotides and nucleotide co-enzymes""",0,1,Todd,1957
620,medicine,Daniel,363,"""for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles""",0,1,Bovet,1957
621,literature,Albert,628,"""for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",0,1,Camus,1957
622,peace,Lester Bowles,516,,0,1,Pearson,1957
623,physics,William Bradford,65,"""for their researches on semiconductors and their discovery of the transistor effect""",0,3,Shockley,1956
624,physics,John,66,"""for their researches on semiconductors and their discovery of the transistor effect""",1,3,Bardeen,1956
625,physics,Walter Houser,67,"""for their researches on semiconductors and their discovery of the transistor effect""",2,3,Brattain,1956
626,chemistry,Sir Cyril Norman,219,"""for their researches into the mechanism of chemical reactions""",0,2,Hinshelwood,1956
627,chemistry,Nikolay Nikolaevich,220,"""for their researches into the mechanism of chemical reactions""",1,2,Semenov,1956
628,medicine,André Frédéric,360,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",0,3,Cournand,1956
629,medicine,Werner,361,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",1,3,Forssmann,1956
630,medicine,Dickinson W.,362,"""for their discoveries concerning heart catheterization and pathological changes in the circulatory system""",2,3,Richards,1956
631,literature,Juan Ramón,627,"""for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity""",0,1,Jiménez,1956
632,physics,Willis Eugene,63,"""for his discoveries concerning the fine structure of the hydrogen spectrum""",0,2,Lamb,1955
633,physics,Polykarp,64,"""for his precision determination of the magnetic moment of the electron""",1,2,Kusch,1955
634,chemistry,Vincent,218,"""for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone""",0,1,du Vigneaud,1955
635,medicine,Axel Hugo Theodor,359,"""for his discoveries concerning the nature and mode of action of oxidation enzymes""",0,1,Theorell,1955
636,literature,Halldór Kiljan,626,"""for his vivid epic power which has renewed the great narrative art of Iceland""",0,1,Laxness,1955
637,physics,Max,61,"""for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction""",0,2,Born,1954
638,physics,Walther,62,"""for the coincidence method and his discoveries made therewith""",1,2,Bothe,1954
639,chemistry,Linus Carl,217,"""for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances""",0,1,Pauling,1954
640,medicine,John Franklin,356,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",0,3,Enders,1954
641,medicine,Thomas Huckle,357,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",1,3,Weller,1954
642,medicine,Frederick Chapman,358,"""for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue""",2,3,Robbins,1954
643,literature,Ernest Miller,625,"""for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style""",0,1,Hemingway,1954
644,peace,Office of the United Nations High Commissioner for Refugees (UNHCR),515,,0,1,,1954
645,physics,Frits,60,"""for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope""",0,1,Zernike,1953
646,chemistry,Hermann,216,"""for his discoveries in the field of macromolecular chemistry""",0,1,Staudinger,1953
647,medicine,Hans Adolf,354,"""for his discovery of the citric acid cycle""",0,2,Krebs,1953
648,medicine,Fritz Albert,355,"""for his discovery of co-enzyme A and its importance for intermediary metabolism""",1,2,Lipmann,1953
649,literature,Sir Winston Leonard Spencer,624,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",0,1,Churchill,1953
650,peace,George Catlett,514,,0,1,Marshall,1953
651,physics,Felix,58,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",0,2,Bloch,1952
652,physics,Edward Mills,59,"""for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith""",1,2,Purcell,1952
653,chemistry,Archer John Porter,214,"""for their invention of partition chromatography""",0,2,Martin,1952
654,chemistry,Richard Laurence Millington,215,"""for their invention of partition chromatography""",1,2,Synge,1952
655,medicine,Selman Abraham,353,"""for his discovery of streptomycin, the first antibiotic effective against tuberculosis""",0,1,Waksman,1952
656,literature,François,623,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",0,1,Mauriac,1952
657,peace,Albert,513,,0,1,Schweitzer,1952
658,physics,Sir John Douglas,56,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",0,2,Cockcroft,1951
659,physics,Ernest Thomas Sinton,57,"""for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles""",1,2,Walton,1951
660,chemistry,Edwin Mattison,212,"""for their discoveries in the chemistry of the transuranium elements""",0,2,McMillan,1951
661,chemistry,Glenn Theodore,213,"""for their discoveries in the chemistry of the transuranium elements""",1,2,Seaborg,1951
662,medicine,Max,352,"""for his discoveries concerning yellow fever and how to combat it""",0,1,Theiler,1951
663,literature,Pär Fabian,622,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",0,1,Lagerkvist,1951
664,peace,Léon,512,,0,1,Jouhaux,1951
665,physics,Cecil Frank,55,"""for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method""",0,1,Powell,1950
666,chemistry,Otto Paul Hermann,210,"""for their discovery and development of the diene synthesis""",0,2,Diels,1950
667,chemistry,Kurt,211,"""for their discovery and development of the diene synthesis""",1,2,Alder,1950
668,medicine,Edward Calvin,349,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",0,3,Kendall,1950
669,medicine,Tadeus,350,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",1,3,Reichstein,1950
670,medicine,Philip Showalter,351,"""for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects""",2,3,Hench,1950
671,literature,Earl (Bertrand Arthur William),621,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",0,1,Russell,1950
672,peace,Ralph,511,,0,1,Bunche,1950
673,physics,Hideki,54,"""for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces""",0,1,Yukawa,1949
674,chemistry,William Francis,209,"""for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures""",0,1,Giauque,1949
675,medicine,Walter Rudolf,347,"""for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs""",0,2,Hess,1949
676,medicine,Antonio Caetano de Abreu Freire Egas,348,"""for his discovery of the therapeutic value of leucotomy in certain psychoses""",1,2,Moniz,1949
677,literature,William,620,"""for his powerful and artistically unique contribution to the modern American novel""",0,1,Faulkner,1949
678,peace,Lord (John),510,,0,1,Boyd Orr of Brechin,1949
679,physics,Patrick Maynard Stuart,53,"""for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation""",0,1,Blackett,1948
680,chemistry,Arne Wilhelm Kaurin,208,"""for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins""",0,1,Tiselius,1948
681,medicine,Paul Hermann,346,"""for his discovery of the high efficiency of DDT as a contact poison against several arthropods""",0,1,Müller,1948
682,literature,Thomas Stearns,619,"""for his outstanding, pioneer contribution to present-day poetry""",0,1,Eliot,1948
683,physics,Sir Edward Victor,52,"""for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer""",0,1,Appleton,1947
684,chemistry,Sir Robert,207,"""for his investigations on plant products of biological importance, especially the alkaloids""",0,1,Robinson,1947
685,medicine,Carl Ferdinand,343,"""for their discovery of the course of the catalytic conversion of glycogen""",0,4,Cori,1947
686,medicine,Gerty Theresa,344,"""for their discovery of the course of the catalytic conversion of glycogen""",1,4,"Cori, née Radnitz",1947
687,medicine,Bernardo Alberto,345,"""for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar""",2,2,Houssay,1947
688,literature,André Paul Guillaume,618,"""for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",0,1,Gide,1947
689,peace,Friends Service Council (The Quakers),508,,0,2,,1947
690,peace,American Friends Service Committee (The Quakers),509,,1,2,,1947
691,physics,Percy Williams,51,"""for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics""",0,1,Bridgman,1946
692,chemistry,James Batcheller,204,"""for his discovery that enzymes can be crystallized""",0,2,Sumner,1946
693,chemistry,John Howard,205,"""for their preparation of enzymes and virus proteins in a pure form""",1,4,Northrop,1946
694,chemistry,Wendell Meredith,206,"""for their preparation of enzymes and virus proteins in a pure form""",2,4,Stanley,1946
695,medicine,Hermann Joseph,342,"""for the discovery of the production of mutations by means of X-ray irradiation""",0,1,Muller,1946
696,literature,Hermann,617,"""for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style""",0,1,Hesse,1946
697,peace,Emily Greene,506,,0,2,Balch,1946
698,peace,John Raleigh,507,,1,2,Mott,1946
699,physics,Wolfgang,50,"""for the discovery of the Exclusion Principle, also called the Pauli Principle""",0,1,Pauli,1945
700,chemistry,Artturi Ilmari,203,"""for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method""",0,1,Virtanen,1945
701,medicine,Sir Alexander,339,"""for the discovery of penicillin and its curative effect in various infectious diseases""",0,3,Fleming,1945
702,medicine,Ernst Boris,340,"""for the discovery of penicillin and its curative effect in various infectious diseases""",1,3,Chain,1945
703,medicine,Sir Howard Walter,341,"""for the discovery of penicillin and its curative effect in various infectious diseases""",2,3,Florey,1945
704,literature,Gabriela,615,"""for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world""",0,1,Mistral,1945
705,peace,Cordell,505,,0,1,Hull,1945
706,physics,Isidor Isaac,49,"""for his resonance method for recording the magnetic properties of atomic nuclei""",0,1,Rabi,1944
707,chemistry,Otto,202,"""for his discovery of the fission of heavy nuclei""",0,1,Hahn,1944
708,medicine,Joseph,337,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",0,2,Erlanger,1944
709,medicine,Herbert Spencer,338,"""for their discoveries relating to the highly differentiated functions of single nerve fibres""",1,2,Gasser,1944
710,literature,Johannes Vilhelm,614,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style""",0,1,Jensen,1944
711,peace,Comité international de la Croix Rouge (International Committee of the Red Cross),482,,0,1,,1944
712,physics,Otto,48,"""for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton""",0,1,Stern,1943
713,chemistry,George,201,"""for his work on the use of isotopes as tracers in the study of chemical processes""",0,1,de Hevesy,1943
714,medicine,Henrik Carl Peter,335,"""for his discovery of vitamin K""",0,2,Dam,1943
715,medicine,Edward Adelbert,336,"""for his discovery of the chemical nature of vitamin K""",1,2,Doisy,1943
716,physics,Ernest Orlando,47,"""for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements""",0,1,Lawrence,1939
717,chemistry,Adolf Friedrich Johann,199,"""for his work on sex hormones""",0,2,Butenandt,1939
718,chemistry,Leopold,200,"""for his work on polymethylenes and higher terpenes""",1,2,Ruzicka,1939
719,medicine,Gerhard,334,"""for the discovery of the antibacterial effects of prontosil""",0,1,Domagk,1939
720,literature,Frans Eemil,613,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",0,1,Sillanpää,1939
721,physics,Enrico,46,"""for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons""",0,1,Fermi,1938
722,chemistry,Richard,198,"""for his work on carotenoids and vitamins""",0,1,Kuhn,1938
723,medicine,Corneille Jean François,333,"""for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration""",0,1,Heymans,1938
724,literature,Pearl,610,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",0,1,Buck,1938
725,peace,Office international Nansen pour les Réfugiés (Nansen International Office for Refugees),503,,0,1,,1938
726,physics,Clinton Joseph,44,"""for their experimental discovery of the diffraction of electrons by crystals""",0,2,Davisson,1937
727,physics,George Paget,45,"""for their experimental discovery of the diffraction of electrons by crystals""",1,2,Thomson,1937
728,chemistry,Walter Norman,196,"""for his investigations on carbohydrates and vitamin C""",0,2,Haworth,1937
729,chemistry,Paul,197,"""for his investigations on carotenoids, flavins and vitamins A and B2""",1,2,Karrer,1937
730,medicine,Albert,332,"""for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid""",0,1,von Szent-Györgyi Nagyrápolt,1937
731,literature,Roger,609,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",0,1,Martin du Gard,1937
732,peace,"Cecil of Chelwood, Viscount",502,,0,1,(Lord Edgar Algernon Robert Gascoyne Cecil),1937
733,physics,Victor Franz,42,"""for his discovery of cosmic radiation""",0,2,Hess,1936
734,physics,Carl David,43,"""for his discovery of the positron""",1,2,Anderson,1936
735,chemistry,Petrus (Peter) Josephus Wilhelmus,195,"""for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases""",0,1,Debye,1936
736,medicine,Sir Henry Hallett,330,"""for their discoveries relating to chemical transmission of nerve impulses""",0,2,Dale,1936
737,medicine,Otto,331,"""for their discoveries relating to chemical transmission of nerve impulses""",1,2,Loewi,1936
738,literature,Eugene Gladstone,608,"""for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy""",0,1,O'Neill,1936
739,peace,Carlos,501,,0,1,Saavedra Lamas,1936
740,physics,James,41,"""for the discovery of the neutron""",0,1,Chadwick,1935
741,chemistry,Frédéric,193,"""in recognition of their synthesis of new radioactive elements""",0,2,Joliot,1935
